"X","Obskey","Poskey","Tripkey","Group","Species","Age","Plumage","Sex","Count","Distance","Transect","Behaviour","Association","Direction","Prey","TurbineHeight","Notes"
337237,1100337237,110070582,110001082,NA,"5910","A",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
337238,1100337238,110070582,110001082,NA,"6340",NA,"W",NA,2,"C",1,NA,NA,NA,NA,NA,NA
337239,1100337239,110070583,110001082,NA,"6340",NA,NA,NA,1,"C",1,NA,NA,NA,NA,NA,NA
337240,1100337240,110070583,110001082,NA,"6340",NA,"T",NA,1,"B",1,NA,NA,NA,NA,NA,NA
337241,1100337241,110070583,110001082,NA,"6340",NA,NA,NA,1,"B",1,NA,NA,NA,NA,NA,NA
337242,1100337242,110070583,110001082,NA,"6340",NA,"W",NA,1,"B",1,NA,NA,NA,NA,NA,NA
337243,1100337243,110070583,110001082,NA,"6340",NA,NA,NA,11,"U",1,NA,NA,NA,NA,NA,NA
337244,1100337244,110070583,110001082,NA,"6340",NA,"W",NA,1,"A",1,NA,NA,NA,NA,NA,NA
337245,1100337245,110070584,110001082,NA,"6340",NA,"T",NA,1,"A",1,NA,NA,NA,NA,NA,NA
337246,1100337246,110070584,110001082,NA,"5920","2",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
337247,1100337247,110070584,110001082,NA,"6340",NA,NA,NA,8,"U",1,NA,NA,NA,NA,NA,NA
337248,1100337248,110070584,110001082,NA,"6340",NA,NA,NA,5,"E",0,NA,NA,NA,NA,NA,NA
337249,1100337249,110070584,110001082,NA,"5910","A",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
337250,1100337250,110070585,110001082,NA,"6340",NA,NA,NA,3,"C",1,NA,NA,NA,NA,NA,NA
337251,1100337251,110070585,110001082,NA,"6340",NA,NA,NA,1,"C",1,NA,NA,NA,NA,NA,NA
337252,1100337252,110070585,110001082,NA,"6360",NA,NA,NA,2,"A",1,NA,NA,NA,NA,NA,NA
337253,1100337253,110070586,110001082,NA,"6340",NA,NA,NA,3,"A",1,NA,NA,NA,NA,NA,NA
337254,1100337254,110070586,110001082,NA,"6340",NA,NA,NA,14,"U",1,NA,NA,NA,NA,NA,NA
337255,1100337255,110070586,110001082,NA,"5920","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337256,1100337256,110070587,110001082,NA,"6340",NA,NA,NA,1,"C",1,NA,NA,NA,NA,NA,NA
337257,1100337257,110070587,110001082,NA,"6340",NA,NA,NA,2,"C",1,NA,NA,NA,NA,NA,NA
337258,1100337258,110070587,110001082,NA,"6340",NA,NA,NA,9,"B",1,NA,NA,NA,NA,NA,NA
337259,1100337259,110070587,110001082,NA,"6340",NA,NA,NA,1,"B",1,NA,NA,NA,NA,NA,NA
337260,1100337260,110070587,110001082,NA,"6340",NA,"W",NA,1,"C",1,NA,NA,NA,NA,NA,NA
337261,1100337261,110070587,110001082,NA,"6340",NA,"W",NA,2,"D",1,NA,NA,NA,NA,NA,NA
337262,1100337262,110070587,110001082,NA,"5900","2",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337263,1100337263,110070587,110001082,NA,"6340",NA,NA,NA,4,"E",0,NA,NA,NA,NA,NA,NA
337264,1100337264,110070587,110001082,NA,"6340",NA,"W",NA,1,"C",1,NA,NA,NA,NA,NA,NA
337265,1100337265,110070588,110001082,"37","6340",NA,"B",NA,2,"C",1,NA,NA,NA,NA,NA,NA
337266,1100337266,110070588,110001082,"37","6340",NA,"W",NA,1,"C",1,NA,NA,NA,NA,NA,NA
337267,1100337267,110070588,110001082,"37","6340",NA,"T",NA,1,"C",1,NA,NA,NA,NA,NA,NA
337268,1100337268,110070588,110001082,NA,"6340",NA,"B",NA,1,"C",1,NA,NA,NA,NA,NA,NA
337269,1100337269,110070588,110001082,NA,"6340",NA,NA,NA,3,"C",1,NA,NA,NA,NA,NA,NA
337270,1100337270,110070588,110001082,NA,"6340",NA,NA,NA,3,"D",1,NA,NA,NA,NA,NA,NA
337271,1100337271,110070589,110001082,"38","6340",NA,"B",NA,2,"A",1,NA,NA,NA,NA,NA,NA
337272,1100337272,110070589,110001082,"38","6340",NA,"W",NA,1,"A",1,NA,NA,NA,NA,NA,NA
337273,1100337273,110070589,110001082,NA,"6340",NA,"W",NA,1,"A",1,NA,NA,NA,NA,NA,NA
337274,1100337274,110070589,110001082,NA,"6360",NA,NA,NA,2,"C",1,"YS~F",NA,NA,NA,NA,NA
337275,1100337275,110070589,110001082,NA,"710","A",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
337276,1100337276,110070589,110001082,NA,"6360",NA,"W",NA,1,"D",1,NA,NA,NA,NA,NA,NA
337277,1100337277,110070589,110001082,NA,"6340",NA,"W",NA,1,"A",1,NA,NA,NA,NA,NA,NA
337278,1100337278,110070589,110001082,NA,"5900","2",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
337279,1100337279,110070590,110001082,NA,"6340",NA,NA,NA,5,"A",1,NA,NA,NA,NA,NA,NA
337280,1100337280,110070590,110001082,NA,"6340",NA,NA,NA,14,"U",1,NA,NA,NA,NA,NA,NA
337281,1100337281,110070590,110001082,NA,"6340",NA,"W",NA,1,"B",1,NA,NA,NA,NA,NA,NA
337282,1100337282,110070590,110001082,NA,"6340",NA,NA,NA,1,"C",1,NA,NA,NA,NA,NA,NA
337283,1100337283,110070590,110001082,NA,"5900","3",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
337284,1100337284,110070590,110001082,NA,"6340",NA,NA,NA,4,"D",1,NA,NA,NA,NA,NA,NA
337285,1100337285,110070591,110001082,NA,"6340",NA,NA,NA,3,"D",1,NA,NA,NA,NA,NA,NA
337286,1100337286,110070591,110001082,NA,"6340",NA,NA,NA,1,"C",1,NA,NA,NA,NA,NA,NA
337287,1100337287,110070592,110001082,NA,"6360",NA,NA,NA,2,"C",1,NA,NA,NA,NA,NA,NA
337288,1100337288,110070592,110001082,NA,"6340",NA,"W",NA,1,"A",1,NA,NA,NA,NA,NA,NA
337289,1100337289,110070592,110001082,NA,"6340",NA,"W",NA,1,"C",1,NA,NA,NA,NA,NA,NA
337290,1100337290,110070592,110001082,NA,"6020","A",NA,NA,1,"2",0,"Z",NA,NA,NA,NA,NA
337291,1100337291,110070593,110001082,"39","6340",NA,"W",NA,1,"C",1,NA,NA,NA,NA,NA,NA
337292,1100337292,110070593,110001082,"39","6340",NA,"T",NA,1,"C",1,NA,NA,NA,NA,NA,NA
337293,1100337293,110070593,110001082,"40","6340",NA,"W",NA,2,"C",1,NA,NA,NA,NA,NA,NA
337294,1100337294,110070593,110001082,"40","6340",NA,"T",NA,1,"C",1,NA,NA,NA,NA,NA,NA
337295,1100337295,110070593,110001082,NA,"6340",NA,"W",NA,2,"D",1,NA,NA,NA,NA,NA,NA
337296,1100337296,110070593,110001082,NA,"6340",NA,"B",NA,1,"A",1,NA,NA,NA,NA,NA,NA
337297,1100337297,110070594,110001082,"41","6340",NA,"W",NA,2,"D",1,NA,NA,NA,NA,NA,NA
337298,1100337298,110070594,110001082,"41","6340",NA,"T",NA,1,"D",1,NA,NA,NA,NA,NA,NA
337299,1100337299,110070594,110001082,NA,"6340",NA,"W",NA,1,"D",1,NA,NA,NA,NA,NA,NA
337300,1100337300,110070594,110001082,NA,"6340",NA,"W",NA,1,"D",1,NA,NA,NA,NA,NA,NA
337301,1100337301,110070594,110001082,NA,"6340",NA,"W",NA,1,"C",1,NA,NA,NA,NA,NA,NA
337302,1100337302,110070595,110001082,"42","6340",NA,"B",NA,1,"B",1,NA,NA,NA,NA,NA,NA
337303,1100337303,110070595,110001082,"42","6340",NA,"T",NA,2,"B",1,NA,NA,NA,NA,NA,NA
337304,1100337304,110070595,110001082,NA,"6340",NA,"W",NA,1,"B",1,NA,NA,NA,NA,NA,NA
337305,1100337305,110070596,110001082,NA,"6360",NA,NA,NA,3,"E",0,NA,NA,NA,NA,NA,NA
337306,1100337306,110070596,110001082,NA,"5910",NA,NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337307,1100337307,110070596,110001082,NA,"6360",NA,"T",NA,1,"A",1,NA,NA,NA,NA,NA,NA
337308,1100337308,110070597,110001082,NA,"5900","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337309,1100337309,110070599,110001082,NA,"6360",NA,NA,NA,6,"A",0,NA,NA,NA,NA,NA,NA
337310,1100337310,110070600,110001082,NA,"6340",NA,NA,NA,1,"A",1,"DY",NA,NA,NA,NA,NA
337311,1100337311,110070600,110001082,NA,"6340",NA,"W",NA,2,"A",0,NA,NA,NA,NA,NA,NA
337312,1100337312,110070601,110001082,NA,"6340",NA,"B",NA,1,"A",1,NA,NA,NA,NA,NA,NA
337313,1100337313,110070601,110001082,NA,"6340",NA,"W",NA,1,"C",1,NA,NA,NA,NA,NA,NA
337314,1100337314,110070601,110001082,NA,"6340",NA,"T",NA,1,"C",1,NA,NA,NA,NA,NA,NA
337315,1100337315,110070602,110001082,NA,"6340",NA,"B",NA,1,"D",1,NA,NA,NA,NA,NA,NA
337316,1100337316,110070602,110001082,NA,"6340",NA,"T",NA,1,"A",1,NA,NA,NA,NA,NA,NA
337317,1100337317,110070602,110001082,NA,"6340",NA,NA,NA,4,"U",0,NA,NA,NA,NA,NA,NA
337318,1100337318,110070603,110001082,NA,"6340",NA,"B",NA,1,"A",1,NA,NA,NA,NA,NA,NA
337319,1100337319,110070603,110001082,NA,"6340",NA,"B",NA,1,"A",1,NA,NA,NA,NA,NA,NA
337320,1100337320,110070603,110001082,NA,"6340",NA,"T",NA,1,"A",1,NA,NA,NA,NA,NA,NA
337321,1100337321,110070604,110001082,"43","6340",NA,"B",NA,1,"C",1,NA,NA,NA,NA,NA,NA
337322,1100337322,110070604,110001082,"43","6340",NA,"W",NA,1,"C",1,NA,NA,NA,NA,NA,NA
337323,1100337323,110070606,110001082,NA,"5900","3",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337324,1100337324,110070606,110001082,NA,"5900","2",NA,NA,3,"2",0,NA,NA,NA,NA,NA,NA
337325,1100337325,110070606,110001082,NA,"5910","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337326,1100337326,110070607,110001082,NA,"6340",NA,NA,NA,2,"E",0,NA,NA,NA,NA,NA,NA
337327,1100337327,110070607,110001082,NA,"6340",NA,NA,NA,1,"C",1,NA,NA,NA,NA,NA,NA
337328,1100337328,110070607,110001082,NA,"220",NA,NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
337329,1100337329,110070608,110001082,"44","220",NA,NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
337330,1100337330,110070608,110001082,"44","6345",NA,NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
337331,1100337331,110070608,110001082,NA,"6340",NA,NA,NA,1,"D",1,NA,NA,NA,NA,NA,NA
337332,1100337332,110070609,110001082,NA,"6340",NA,"W",NA,1,"B",1,NA,NA,NA,NA,NA,NA
337333,1100337333,110070609,110001082,NA,"710","A",NA,NA,1,"3",0,NA,NA,NA,NA,NA,NA
337334,1100337334,110070610,110001082,NA,"64330",NA,NA,NA,1,"D",1,NA,NA,NA,NA,NA,NA
337335,1100337335,110070612,110001082,NA,"5900",NA,NA,NA,1,"E",0,"Z",NA,NA,NA,NA,NA
337336,1100337336,110070612,110001082,NA,"64320",NA,NA,NA,1,"C",1,NA,NA,NA,NA,NA,NA
337337,1100337337,110070612,110001082,NA,"6360",NA,NA,NA,4,"B",1,NA,NA,NA,NA,NA,NA
337338,1100337338,110070612,110001082,NA,"6340",NA,NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
337339,1100337339,110070620,110001082,NA,"6340",NA,NA,NA,1,"D",1,NA,NA,NA,NA,NA,NA
337340,1100337340,110070620,110001082,NA,"6340",NA,NA,NA,2,"A",0,NA,NA,NA,NA,NA,NA
337341,1100337341,110070620,110001082,NA,"63510",NA,NA,NA,1,"A",0,NA,NA,NA,NA,NA,NA
337342,1100337342,110070620,110001082,NA,"6340",NA,NA,NA,1,"D",1,NA,NA,NA,NA,NA,NA
337343,1100337343,110070621,110001082,NA,"6340",NA,NA,NA,1,"C",1,NA,NA,NA,NA,NA,NA
337344,1100337344,110070621,110001082,NA,"6340",NA,NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
337345,1100337345,110070621,110001082,NA,"6340",NA,NA,NA,1,"A",1,NA,NA,NA,NA,NA,NA
337346,1100337346,110070622,110001082,NA,"6340",NA,"T",NA,1,"D",1,NA,NA,NA,NA,NA,NA
337347,1100337347,110070622,110001082,NA,"63510",NA,NA,NA,2,"E",0,NA,NA,NA,NA,NA,NA
337348,1100337348,110070622,110001082,NA,"6360",NA,"W",NA,1,"C",1,NA,NA,NA,NA,NA,NA
337349,1100337349,110070626,110001082,NA,"6340",NA,"W",NA,1,"D",1,NA,NA,NA,NA,NA,NA
337350,1100337350,110070628,110001082,NA,"6340",NA,NA,NA,4,"D",1,NA,NA,NA,NA,NA,NA
337351,1100337351,110070629,110001082,NA,"40",NA,NA,NA,1,"C",1,NA,NA,NA,NA,NA,NA
337352,1100337352,110070629,110001082,NA,"16360",NA,NA,NA,1,"1",0,NA,"E",NA,NA,NA,NA
337353,1100337353,110070633,110001082,NA,"5900","2",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337354,1100337354,110070635,110001082,NA,"6340",NA,"B",NA,1,"D",1,NA,NA,NA,NA,NA,NA
337355,1100337355,110070638,110001082,NA,"20",NA,NA,NA,2,"2",0,NA,NA,NA,NA,NA,NA
337356,1100337356,110070639,110001082,NA,"5900",NA,NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337357,1100337357,110070643,110001082,NA,"5900",NA,NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337358,1100337358,110070643,110001082,NA,"5920","I",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
337359,1100337359,110070644,110001082,NA,"5900",NA,NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337360,1100337360,110070644,110001082,NA,"6020","2",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
337361,1100337361,110070644,110001082,NA,"710","A",NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
337362,1100337362,110070645,110001082,"45","5910",NA,NA,NA,70,"E",0,NA,"V",NA,NA,NA,NA
337363,1100337363,110070645,110001082,"45","5920",NA,NA,NA,10,"E",0,NA,"V",NA,NA,NA,NA
337364,1100337364,110070645,110001082,NA,"9999",NA,NA,NA,1,"E",0,NA,NA,NA,NA,NA,"SEINER BL899825  TOWING 45° 1KM"
337365,1100337365,110070645,110001082,NA,"5910","A",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
337366,1100337366,110070645,110001082,NA,"5920","2",NA,NA,2,"1",0,NA,NA,NA,NA,NA,NA
337367,1100337367,110070645,110001082,NA,"710",NA,NA,NA,3,"E",0,NA,"V",NA,NA,NA,NA
337368,1100337368,110070646,110001082,NA,"5910","A",NA,NA,2,"1",0,NA,"V",NA,NA,NA,NA
337369,1100337369,110070646,110001082,NA,"5910","A",NA,NA,3,"D",1,NA,"V",NA,NA,NA,NA
337370,1100337370,110070646,110001082,NA,"5910","A",NA,NA,3,"2",0,NA,"V",NA,NA,NA,NA
337371,1100337371,110070646,110001082,NA,"5910","A",NA,NA,2,"E",0,NA,"V",NA,NA,NA,NA
337372,1100337372,110070647,110001082,NA,"5920",NA,NA,NA,2,"E",0,NA,"V",NA,NA,NA,NA
337373,1100337373,110070647,110001082,NA,"5910",NA,NA,NA,2,"E",0,NA,"V",NA,NA,NA,NA
337374,1100337374,110070647,110001082,NA,"5910",NA,NA,NA,3,"1",0,NA,"V",NA,NA,NA,NA
337375,1100337375,110070647,110001082,NA,"710","4",NA,NA,1,"E",0,NA,"V",NA,NA,NA,NA
337376,1100337376,110070647,110001082,NA,"5920",NA,NA,NA,2,"2",0,NA,"V",NA,NA,NA,NA
337377,1100337377,110070648,110001082,NA,"5910",NA,NA,NA,2,"2",1,NA,"V",NA,NA,NA,NA
337378,1100337378,110070648,110001082,NA,"5920","I",NA,NA,1,"D",1,NA,"V",NA,NA,NA,NA
337379,1100337379,110070648,110001082,NA,"5910",NA,NA,NA,7,"E",0,NA,"V",NA,NA,NA,NA
337380,1100337380,110070648,110001082,NA,"5920",NA,NA,NA,1,"E",0,NA,"V",NA,NA,NA,NA
337381,1100337381,110070648,110001082,NA,"5910",NA,NA,NA,10,"E",0,NA,"V",NA,NA,NA,NA
337382,1100337382,110070649,110001082,NA,"710","A",NA,NA,1,"1",1,NA,NA,NA,NA,NA,NA
337383,1100337383,110070649,110001082,NA,"5910","4",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337384,1100337384,110070649,110001082,NA,"5910","A",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
337385,1100337385,110070649,110001082,NA,"5900","A",NA,NA,1,"C",1,NA,NA,NA,NA,NA,NA
337386,1100337386,110070649,110001082,NA,"6340",NA,NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
337387,1100337387,110070650,110001082,"46","5910","A",NA,NA,3,"2",0,NA,NA,NA,NA,NA,NA
337388,1100337388,110070650,110001082,"46","5920","2",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337389,1100337389,110070650,110001082,"47","5910",NA,NA,NA,45,"E",0,NA,NA,NA,NA,NA,NA
337390,1100337390,110070650,110001082,"47","5920",NA,NA,NA,45,"E",0,NA,NA,NA,NA,NA,NA
337391,1100337391,110070650,110001082,NA,"5910","3",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337392,1100337392,110070650,110001082,NA,"710",NA,NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
337393,1100337393,110070650,110001082,NA,"710","A",NA,NA,1,"C",1,NA,NA,NA,NA,NA,NA
337394,1100337394,110070650,110001082,NA,"710",NA,NA,NA,4,"2",0,NA,NA,NA,NA,NA,NA
337395,1100337395,110070650,110001082,NA,"710",NA,NA,NA,3,"E",0,NA,NA,NA,NA,NA,NA
337396,1100337396,110070651,110001082,NA,"6340",NA,NA,NA,2,"E",0,NA,NA,NA,NA,NA,NA
337397,1100337397,110070652,110001082,NA,"5900","A",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
337398,1100337398,110070652,110001082,NA,"5920","2",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
337399,1100337399,110070652,110001082,NA,"5910","A",NA,NA,1,"1",1,NA,NA,NA,NA,NA,NA
337400,1100337400,110070652,110001082,NA,"5920","3",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337401,1100337401,110070653,110001082,NA,"710",NA,NA,NA,12,"E",0,NA,NA,NA,NA,NA,"spread across wide area up to 3 km away"
337402,1100337402,110070653,110001082,NA,"5910","3",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337403,1100337403,110070653,110001082,NA,"710","A",NA,NA,1,"C",1,NA,NA,NA,NA,NA,NA
337404,1100337404,110070654,110001082,NA,"710","A",NA,NA,2,"2",0,NA,NA,NA,NA,NA,NA
337405,1100337405,110070654,110001082,NA,"710","A",NA,NA,2,"D",1,NA,NA,NA,NA,NA,NA
337406,1100337406,110070654,110001082,NA,"710","A",NA,NA,2,"C",1,NA,NA,NA,NA,NA,NA
337407,1100337407,110070654,110001082,NA,"710","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337408,1100337408,110070655,110001082,NA,"710","A",NA,NA,3,"E",0,NA,NA,NA,NA,NA,NA
337409,1100337409,110070655,110001082,NA,"710",NA,NA,NA,30,"E",0,NA,NA,NA,NA,NA,"spread across wide area up to 5 km away"
337410,1100337410,110070655,110001082,NA,"710",NA,NA,NA,2,"E",0,NA,NA,NA,NA,NA,NA
337411,1100337411,110070657,110001082,NA,"710",NA,NA,NA,10,"E",0,NA,NA,NA,NA,NA,NA
337412,1100337412,110070658,110001082,NA,"710","A",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
337413,1100337413,110070658,110001082,NA,"5900","3",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337414,1100337414,110070659,110001082,"48","5910","A",NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
337415,1100337415,110070659,110001082,"48","5910","3",NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
337416,1100337416,110070659,110001082,NA,"710","A",NA,NA,2,"E",0,NA,NA,NA,NA,NA,NA
337417,1100337417,110070659,110001082,NA,"710",NA,NA,NA,3,"E",0,NA,NA,NA,NA,NA,NA
337418,1100337418,110070659,110001082,NA,"6345",NA,NA,NA,3,"E",0,NA,NA,NA,NA,NA,NA
337419,1100337419,110070660,110001082,NA,"6340",NA,"W",NA,1,"D",1,NA,NA,NA,NA,NA,NA
337420,1100337420,110070660,110001082,NA,"5920","2",NA,NA,1,"D",1,NA,NA,NA,NA,NA,NA
337421,1100337421,110070661,110001082,NA,"6000","I",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
337422,1100337422,110070661,110001082,NA,"710",NA,NA,NA,12,"E",0,NA,NA,NA,NA,NA,NA
337423,1100337423,110070661,110001082,NA,"6340",NA,"B",NA,1,"C",1,NA,NA,NA,NA,NA,NA
337424,1100337424,110070661,110001082,NA,"710","4",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
337425,1100337425,110070662,110001082,"49","6340",NA,"T",NA,1,"C",1,NA,NA,NA,NA,NA,NA
337426,1100337426,110070662,110001082,"49","6340",NA,"W",NA,3,"C",1,NA,NA,NA,NA,NA,NA
337427,1100337427,110070662,110001082,NA,"710","A",NA,NA,1,"E",0,"Y",NA,NA,NA,NA,NA
337428,1100337428,110070662,110001082,NA,"9999",NA,NA,NA,1,"E",0,NA,NA,NA,NA,NA,"BEAM OD8 (?) TOWING 270° 3KM"
337429,1100337429,110070663,110001082,NA,"710",NA,NA,NA,4,"E",0,NA,NA,NA,NA,NA,NA
337430,1100337430,110070663,110001082,NA,"6340",NA,"W",NA,1,"C",1,NA,NA,NA,NA,NA,NA
337431,1100337431,110070663,110001082,NA,"5910","A",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
337432,1100337432,110070664,110001082,NA,"710","4",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337433,1100337433,110070664,110001082,NA,"710","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337434,1100337434,110070664,110001082,NA,"63510",NA,NA,NA,1,"E",0,NA,NA,NA,NA,NA,"270° 1KM"
337435,1100337435,110070664,110001082,NA,"5900","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337436,1100337436,110070666,110001082,NA,"5910","2",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
337437,1100337437,110070666,110001082,NA,"5900","2",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337438,1100337438,110070666,110001082,NA,"5910","A",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
337439,1100337439,110070666,110001082,NA,"5900","2",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
337440,1100337440,110070668,110001082,NA,"63510",NA,NA,NA,1,"A",1,NA,NA,NA,NA,NA,NA
337441,1100337441,110070669,110001082,"50","5920","4",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
337442,1100337442,110070669,110001082,"50","5910","A",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
337443,1100337443,110070669,110001082,NA,"2130",NA,NA,NA,15,"2",0,NA,NA,NA,NA,NA,NA
337444,1100337444,110070671,110001082,NA,"5910",NA,NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337445,1100337445,110070671,110001082,NA,"5900",NA,NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337446,1100337446,110070671,110001082,NA,"5920","2",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
337447,1100337447,110070671,110001082,NA,"63510",NA,NA,NA,4,"D",1,NA,NA,NA,NA,NA,NA
337448,1100337448,110070671,110001082,NA,"5900","2",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
337449,1100337449,110070672,110001082,NA,"5900","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337450,1100337450,110070672,110001082,NA,"5900","3",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
337451,1100337451,110070672,110001082,NA,"5910","A",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
337452,1100337452,110070673,110001082,NA,"710","A",NA,NA,2,"C",1,"DF",NA,NA,NA,NA,NA
337453,1100337453,110070673,110001082,NA,"710","A",NA,NA,1,"C",1,NA,NA,NA,NA,NA,NA
337454,1100337454,110070675,110001082,NA,"6340",NA,"W",NA,1,"A",1,NA,NA,NA,NA,NA,NA
337455,1100337455,110070675,110001082,NA,"6340",NA,"W",NA,1,"E",0,NA,NA,NA,NA,NA,NA
337456,1100337456,110070675,110001082,NA,"5900","2",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
337457,1100337457,110070676,110001082,NA,"6340",NA,"W",NA,1,"A",1,NA,NA,NA,NA,NA,NA
337458,1100337458,110070676,110001082,NA,"6340",NA,NA,NA,5,"E",0,NA,NA,NA,NA,NA,NA
337459,1100337459,110070676,110001082,NA,"5900","3",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337460,1100337460,110070676,110001082,NA,"5900","2",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337461,1100337461,110070678,110001082,NA,"5900","2",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
337462,1100337462,110070678,110001082,NA,"5910","A",NA,NA,2,"2",1,NA,NA,NA,NA,NA,NA
337463,1100337463,110070679,110001082,NA,"5900","A",NA,NA,1,"C",1,NA,NA,NA,NA,NA,NA
337464,1100337464,110070679,110001082,NA,"6340",NA,"B",NA,1,"D",1,NA,NA,NA,NA,NA,NA
337465,1100337465,110070680,110001082,"51","5900",NA,NA,NA,11,"A",0,NA,NA,NA,NA,NA,NA
337466,1100337466,110070680,110001082,"51","5910","3",NA,NA,1,"A",0,NA,NA,NA,NA,NA,NA
337467,1100337467,110070680,110001082,"51","5900","2",NA,NA,2,"A",1,NA,NA,NA,NA,NA,NA
337468,1100337468,110070680,110001082,"52","5910","3",NA,NA,1,"C",1,NA,NA,NA,NA,NA,NA
337469,1100337469,110070680,110001082,"52","5900","A",NA,NA,1,"C",1,NA,NA,NA,NA,NA,NA
337470,1100337470,110070680,110001082,"52","6360",NA,"W",NA,2,"C",1,NA,NA,NA,NA,NA,NA
337471,1100337471,110070680,110001082,"52","6360",NA,"B",NA,1,"C",1,NA,NA,NA,NA,NA,NA
337472,1100337472,110070681,110001082,NA,"710","4",NA,NA,1,"E",0,NA,NA,NA,NA,NA,NA
337473,1100337473,110070682,110001082,"53","6360",NA,NA,NA,3,"B",0,NA,NA,NA,NA,NA,NA
337474,1100337474,110070682,110001082,"53","710",NA,NA,NA,3,"B",0,NA,NA,NA,NA,NA,NA
337475,1100337475,110070682,110001082,"53","5900",NA,NA,NA,6,"B",0,NA,NA,NA,NA,NA,NA
337476,1100337476,110070682,110001082,NA,"5900","2",NA,NA,1,"B",1,"DF",NA,NA,NA,NA,NA
337477,1100337477,110070682,110001082,NA,"5910","A",NA,NA,1,"2",1,NA,NA,NA,NA,NA,NA
337478,1100337478,110070687,110001082,NA,"5910","A",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337479,1100337479,110070687,110001082,NA,"5920","2",NA,NA,1,"2",0,NA,NA,NA,NA,NA,NA
337480,1100337480,110070688,110001082,NA,"710","A",NA,NA,1,"A",1,NA,NA,NA,NA,NA,NA
337481,1100337481,110070689,110001082,NA,"5910","3",NA,NA,1,"1",0,NA,NA,NA,NA,NA,NA
